No.species	Species	Ploidy	Accession name	Order	Family	Clade
160	Asclepias syriaca	diploid	-	Gentianales	Apocynaceae	Asclepias
161	Asclepias syriaca	diploid	-	Gentianales	Apocynaceae	Asclepias
162	Asparagus kiusianus	diploid	-	Asparagales	Asphodelaceae	Asparagus
163	Asparagus officinalis	-	-	Asparagales	Asparagaceae	Asparagus
164	Asparagus setaceus	-	-	Asparagales	Asparagaceae	Asparagus
165	Asterochloris glomerata	-	-	Trebouxiales	Trebouxiaceae	Asterochloris
166	Astragalus membranaceus	-	var. mongholicus	Fabales	Fabaceae	Astragalus
166	Astragalus membranaceus	diploid	-	Fabales	Fabaceae	Astragalus
166	Astragalus membranaceus	-	-	Fabales	Fabaceae	Astragalus
167	Astragalus sinicus	diploid	Yijiangzi	Fabales	Fabaceae	Astragalus
168	Astrephomene gubernaculifera	-	NIES-4017	Chlamydomonadales	Astrephomenaceae	Astrephomene
169	Atalantia buxifolia	diploid	-	Sapindales	Rutaceae	Atalantia
169	Atalantia buxifolia	-	-	Sapindales	Rutaceae	Atalantia
170	Atractylodes lancea	diploid	-	Asterales	Asteraceae	Atractylodes
171	Atriplex hortensis	diploid	-	Caryophyllales	Amaranthaceae	Atriplex
172	Atropa belladonna	hexaploid	-	Solanales	Solanaceae	Atropa
173	Aubrieta canescens	-	subsp. canescens	Brassicales	Brassicaceae	Aubrieta
174	Aubrieta macrostyla	-	-	Brassicales	Brassicaceae	Aubrieta
175	Aurinia saxatilis	-	-	Brassicales	Brassicaceae	Aurinia
176	Australimusa bananas	diploid	Bananas	Zingiberales	Musaceae	Australimusa
176	Australimusa bananas	diploid	Bananas	Zingiberales	Musaceae	Australimusa
177	Avena atlantica	diploid	-	Poales	Poaceae	Avena
178	Avena eriantha	diploid	-	Poales	Poaceae	Avena
179	Avena insularis	tetraploid	BYU209	Poales	Poaceae	Avena
179	Avena insularis	tetraploid	CN108634	Poales	Poaceae	Avena
180	Avena longiglumis	diploid	CN58138	Poales	Poaceae	Avena
180	Avena longiglumis	diploid	CN58138	Poales	Poaceae	Avena
180	Avena longiglumis	diploid	PI 657387	Poales	Poaceae	Avena
180	Avena longiglumis	-	Diploid wild oat	Poales	Poaceae	Avena
181	Avena sativa	hexaploid	cv. 'Sang'	Poales	Poaceae	Avena
181	Avena sativa	hexaploid	cv. Sanfensan	Poales	Poaceae	Avena
182	Avena sterilis	Hexaploid	-	Poales	Poaceae	Avena
183	Averrhoa carambola	-	-	Oxalidales	Oxalidaceae	Averrhoa
184	Avicennia alba	diploid	-	Lamiales	Acanthaceae	Avicennia
185	Avicennia germinans	diploid	-	Lamiales	Acanthaceae	Avicennia
186	Avicennia marina	-	-	Lamiales	Acanthaceae	Avicennia
186	Avicennia marina	diploid	-	Lamiales	Acanthaceae	Avicennia
186	Avicennia marina	diploid	subsp. marina (improved)	Lamiales	Acanthaceae	Avicennia
186	Avicennia marina	diploid	subsp. eucalyptifolia	Lamiales	Acanthaceae	Avicennia
186	Avicennia marina	diploid	subsp. australasica	Lamiales	Acanthaceae	Avicennia
186	Avicennia marina	diploid	-	Lamiales	Acanthaceae	Avicennia
187	Avicennia officinalis	-	-	Lamiales	Acanthaceae	Avicennia
188	Avicennia rumphiana	-	-	Lamiales	Acanthaceae	Avicennia
189	Azadirachta indica	-	-	Sapindales	Meliaceae	Azadirachta
189	Azadirachta indica	-	-	Sapindales	Meliaceae	Azadirachta
189	Azadirachta indica	-	improved	Sapindales	Meliaceae	Azadirachta
190	Azolla filiculoides	-	-	Salviniales	Salviniaceae	Azolla
191	Baccaurea ramifloraLour	-	-	Malpighiales	Phyllanthaceae	Baccaurea
192	Balanophora fungosa	-	var. globosa	Santalales	Balanophoraceae	Balanophora
193	Balanophora subcupularis	-	-	Santalales	Balanophoraceae	Balanophora
194	Bambusa odashimae	-	-	Poales	Poaceae	Bambusa
195	Barbarea vulgaris	diploid	-	Brassicales	Brassicaceae	Barbarea
196	Barringtonia asiatica	-	-	Ericales	Lecythidaceae	Barringtonia
196	Barringtonia asiatica	diploid	-	Ericales	Lecythidaceae	Barringtonia
197	Barringtonia racemosa	-	-	Ericales	Lecythidaceae	Barringtonia
197	Barringtonia racemosa	tetraploid	-	Ericales	Lecythidaceae	Barringtonia
198	Barthea barthei	-	-	Myrtales	Melastomataceae	Barthea
199	Bathycoccus prasinos	-	-	Mamiellales	Bathycoccaceae	Bathycoccus
200	Bauhinia variegata	tetraploid	-	Fabales	Fabaceae	Bauhinia
201	Beckmannia syzigachne	-	American sloughgrass	Poales	Poaceae	Beckmannia
201	Beckmannia syzigachne	diploid	American sloughgrass	Poales	Poaceae	Beckmannia
202	Begonia darthvaderiana	-	-	Cucurbitales	Begoniaceae	Begonia
203	Begonia fuchsioides	-	-	Cucurbitales	Begoniaceae	Begonia
204	Begonia loranthoides	-	-	Cucurbitales	Begoniaceae	Begonia
205	Begonia masoniana	-	-	Cucurbitales	Begoniaceae	Begonia
206	Begonia peltatifolia	-	-	Cucurbitales	Begoniaceae	Begonia
207	Benincasa hispida	diploid	-	Cucurbitales	Cucurbitaceae	Benincasa
207	Benincasa hispida	diploid	-	Cucurbitales	Cucurbitaceae	Benincasa
208	Benincasa hispida var. Chieh-qua	-	-	Cucurbitales	Cucurbitaceae	Benincasa hispida var.
209	Berberis thunbergii	diploid	-	Ranunculales	Berberidaceae	Berberis
210	Berberis vulgaris	-	common barberry	Ranunculales	Berberidaceae	Berberis
211	Bergenia scopulosa	-	-	Saxifragales	Saxifragaceae	Bergenia
212	Beta patula	-	-	Caryophyllales	Amaranthaceae	Beta
213	Beta vulgaris	diploid	KWS2320	Caryophyllales	Amaranthaceae	Beta
213	Beta vulgaris	diploid	subsp. maritima WB42	Caryophyllales	Amaranthaceae	Beta
213	Beta vulgaris	diploid	subsp. maritima WB42	Caryophyllales	Amaranthaceae	Beta
213	Beta vulgaris	diploid	ssp. vulgaris var. cicla (M4021)	Caryophyllales	Chenopodiaceae	Beta
213	Beta vulgaris	diploid	EL10(EL10.2)	Caryophyllales	Chenopodiaceae	Beta
213	Beta vulgaris	diploid	EL10(EL10.1)	Caryophyllales	Chenopodiaceae	Beta
214	Betula nana	diploid	-	Fagales	Betulaceae	Betula
215	Betula pendula	diploid	-	Fagales	Betulaceae	Betula
216	Betula platyphylla	diploid	-	Fagales	Betulaceae	Betula
217	Biancaea sappan	-	sappan wood	Fabales	Fabaceae	Biancaea
218	Bidens alba	Tetraploid	-	Asterales	Asteraceae	Bidens
219	Bidens hawaiensis	-	-	Asterales	Asteraceae	Bidens
220	Biscutella auriculata	diploid	-	Brassicales	Brassicaceae	Biscutella
221	Biscutella laevigata	tetraploid	subsp. laevigata	Brassicales	Brassicaceae	Biscutella
222	Bletilla striata	-	haplotype B	Asparagales	Orchidaceae	Bletilla
222	Bletilla striata	-	haplotype A	Asparagales	Orchidaceae	Bletilla
223	Boea hygrometrica	-	-	Lamiales	Gesneriaceae	Boea
224	Boechera puberula	-	-	Brassicales	Brassicaceae	Boechera
225	Boechera retrofracta	diploid	-	Brassicales	Brassicaceae	Boechera
226	Boehmeria nivea	diploid	ZZ1	Rosales	Urticaceae	Boehmeria
226	Boehmeria nivea	-	Zhongzhu No. 1	Rosales	Urticaceae	Boehmeria
226	Boehmeria nivea	-	Zhongsizhu 1(cultivated)	Rosales	Urticaceae	Boehmeria
226	Boehmeria nivea	-	Qingyezhuma(wild)	Rosales	Urticaceae	Boehmeria
226	Boehmeria nivea	-	Zhongzhu No. 1	Rosales	Urticaceae	Boehmeria
226	Boehmeria nivea	diploid	Ramie	Rosales	Urticaceae	Boehmeria
227	Boesenbergia rotunda	-	-	Zingiberales	Zingiberaceae	Boesenbergia
228	Bolboschoenus planiculmis	-	Clubrush	Poales	Cyperaceae	Bolboschoenus
229	Bombax ceiba	-	-	Malvales	Malvaceae	Bombax
229	Bombax ceiba	-	-	Malvales	Malvaceae	Bombax
230	Bonia amplexicaulis	hexaploid	-	Poales	Poaceae	Bonia
230	Bonia amplexicaulis	-	-	Poales	Poaceae	Bonia
231	Boswellia sacra	-	-	Sapindales	Burseraceae	Boswellia
231	Boswellia sacra	-	-	Sapindales	Burseraceae	Boswellia
232	Bothriochloa decipiens	-	COB1-7	Poales	Poaceae	Bothriochloa
233	Botryococcus braunii	-	-	Caulerpales	Trebouxiophyceae	Botryococcus
234	Bougainvillea x buttiana	diploid	Mrs. Butt'	Caryophyllales	Nyctaginaceae	Bougainvillea
235	Brachypodium distachyon	diploid	-	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Bd21	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	2B	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	3A	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	3G	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	3i	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	AB1_4	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	AB3_3	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Adi-15	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Adi-9	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	AL2D	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	AL2E	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	AL2F	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	BdTR10D	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	BdTR12B	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	BdTR13B	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	BdTR13N	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	BdTR3M	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	BdTR9M	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	BNT3	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	BNT4	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	BNT8	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	CSR6	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	CU1_6	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	CU5_5	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	G30i2	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	G31i4	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	G32i2	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	G33i4	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	G33i6	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	G34i2	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	G34i6	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Gaz-1	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Gaz-2	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Gaz-7	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	GR3_6	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	GR6_4	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	GU5_1	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	HU3_4	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	J4_3	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	J6_2	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Kah-6	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Koz-2	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Koz-5	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	LPA3	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Nvk1	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	S11B	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	S11D	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	S16D	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	S17D	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	S19A	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	S22C	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	S6B	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	S6D	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	S6E	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Sg2_1	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	SLZ2	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Tek-9	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	Z3_6	Poales	Poaceae	Brachypodium
235	Brachypodium distachyon	diploid	-	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	ABR113	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	Bd28	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	Bhyb118-5	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	Bhyb118-8	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	Bhyb123-6	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	Bhyb127	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	Bhyb26	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	Bhyb30	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	Bhyb26	Poales	Poaceae	Brachypodium
236	Brachypodium hybridum	tetraploid	-	Poales	Poaceae	Brachypodium
237	Brachypodium stacei	diploid	ABR114	Poales	Poaceae	Brachypodium
237	Brachypodium stacei	diploid	-	Poales	Poaceae	Brachypodium
238	Brachypodium sylvaticum	diploid	Ain1	Poales	Poaceae	Brachypodium
239	Brasenia schreberi	-	J.F. Gmel.	Nymphaeales	Cabombaceae	Brasenia
239	Brasenia schreberi	diploid	-	Nymphaeales	Cabombaceae	Brasenia
240	Brassica carinata	tetraploid	“zd-1”	Brassicales	Brassicaceae	Brassica
240	Brassica carinata	tetraploid	var. Gomenzer	Brassicales	Brassicaceae	Brassica
241	Brassica cretica	tetraploid	-	Brassicales	Brassicaceae	Brassica
242	Brassica gravinae	diploid	BRA2847	Nymphaeales	Cabombaceae	Brassica
243	Brassica juncea	tetraploid	T84-66	Brassicales	Brassicaceae	Brassica
243	Brassica juncea	tetraploid	Varuna	Brassicales	Brassicaceae	Brassica
243	Brassica juncea	tetraploid	ssp. juncea var. SY	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Darmor-bzh	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Tapidor	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Ningyou 7	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Express 617	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	ZS11	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Darmor-bzh	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Da-Ae	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	ZY821	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	ZS9	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	ZS4-2	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	ZS11_ONT	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Westar_ONT	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Westar	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Mendel	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Laurentian_ONT	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Laurentian	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Kale	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	HTR001	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	GH06	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	ZY821	Brassicales	Brassicaceae	Brassica
244	Brassica napus	tetraploid	Xiang5A	Brassicales	Brassicaceae	Brassica
244	Brassica napus	-	-	Brassicales	Brassicaceae	Brassica
245	Brassica nigra	diploid	YZ12151	Brassicales	Brassicaceae	Brassica
245	Brassica nigra	diploid	Sangam;BnSDH-1	Brassicales	Brassicaceae	Brassica
245	Brassica nigra	hexaploid	Giebra	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	diploid	line 02–12	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	diploid	TO1000DH	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	diploid	HDEM	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	tetraploid	var. botrytis (C-8)	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	diploid	OX-heart_923	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	diploid	Korso_1401	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	-	-	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	-	-	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	-	-	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	-	-	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	-	-	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	-	-	Brassicales	Brassicaceae	Brassica
246	Brassica oleracea	diploid	-	Brassicales	Brassicaceae	Brassica
247	Brassica oleracea var. botrytis	-	Cauliflower	Brassicales	Brassicaceae	Brassica
248	Brassica oleracea var. italica	-	Broccoli	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	Chiifu-401-42	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	update Chiifu-401-42	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	Z1	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	ZYCX	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	Suzhouqing;NHCC001	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	WTC	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	TUE	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	TUA	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	TCA	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	TBA	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	PCB	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	PCA	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	OIC	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	OIB	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	OIA	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	MIZ	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	CXB	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	CXA	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	CCB	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	CCA	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	BRO	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	Longyou-7	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	Chiifu-401-42	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	var. parachinensis	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	XiangQingCai	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	-	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	-	-	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	non-heading Chinese cabbage or Pak-choi	Brassicales	Brassicaceae	Brassica
249	Brassica rapa	diploid	non-heading Chinese cabbage or Pak-choi	Brassicales	Brassicaceae	Brassica
250	Brassica rapa x Raphanus sativus	tetraploid	cv BB1	Brassicales	Brassicaceae	Brassica
251	Brassica repanda	diploid	BRA1645	Brassicales	Brassicaceae	Brassica
252	Brassica tournefortii	diploid	Bt-2017S-3-00000	Brassicales	Brassicaceae	Brassica
253	Bretschneidera sinensis	-	-	Brassicales	Akaniaceae	Bretschneidera
254	Bromus sterilis	diploid	Barren brome	Poales	Poaceae	Bromus
255	Bromus tectorum	diploid	FMH10	Poales	Poaceae	Bromus
256	Broussonetia papyrifera	-	-	Rosales	Moraceae	Broussonetia
257	Bruguiera cylindrica	diploid	-	Malpighiales	Rhizophoraceae	Bruguiera
258	Bruguiera gymnorhiza	diploid	-	Malpighiales	Rhizophoraceae	Bruguiera
258	Bruguiera gymnorhiza	diploid	improved	Malpighiales	Rhizophoraceae	Bruguiera
258	Bruguiera gymnorhiza	diploid	-	Malpighiales	Rhizophoraceae	Bruguiera
259	Bruguiera hainesii	tetraploid	-	Malpighiales	Rhizophoraceae	Bruguiera
260	Bruguiera parviflora	-	-	Malpighiales	Rhizophoraceae	Bruguiera
261	Bruguiera sexangula	-	-	Malpighiales	Rhizophoraceae	Bruguiera
261	Bruguiera sexangula	diploid	-	Malpighiales	Rhizophoraceae	Bruguiera
262	Bryopsis	-	-	Bryopsidales	-	-
263	Buddleja alternifolia	diploid	-	Lamiales	Scrophulariaceae	Buddleja
264	Bupleurum chinense	diploid	-	Apiales	Apiaceae	Bupleurum
265	Bursera cuneata	diploid	-	Sapindales	Burseraceae	Bursera
266	Bursera palmeri	diploid	-	Sapindales	Burseraceae	Bursera
267	Buxus austro‑yunnanensis	-	20010744	Buxales	Buxaceae	Buxus
268	Buxus sinica	hexaploid	UW 136	Buxales	Buxaceae	Buxus
269	Cajanus cajan	diploid	Asha	Fabales	Fabaceae	Cajanus
269	Cajanus cajan	diploid	update Asha	Fabales	Fabaceae	Cajanus
269	Cajanus cajan	diploid	Asha;improved	Fabales	Fabaceae	Cajanus
269	Cajanus cajan	-	Pigeonpea	Fabales	Fabaceae	Cajanus
270	Calamus brandisii	-	-	Arecales	Arecaceae	Calamus
270	Calamus brandisii	-	-	Arecales	Arecaceae	Calamus
271	Calamus simplicifolius	-	-	Arecales	Arecaceae	Calamus
272	Callerya speciosa	diploid	-	Fabales	Fabaceae	Callerya
273	Callicarpa americana	-	-	Lamiales	Lamiaceae	Callicarpa
274	Calohypnum plumiforme	-	-	Hypnales	Hypnaceae	Calohypnum
275	Calophaca sinica	diploid	-	Fabales	Fabaceae	Calophaca
276	Calotropis gigantea	diploid	-	Gentianales	Apocynaceae	Calotropis
277	Calotropis procera	-	-	Gentianales	Apocynaceae	Calotropis
277	Calotropis procera	diploid	great wood-rush	Gentianales	Apocynaceae	Calotropis
278	Calycanthus chinensis	-	-	Laurales	Calycanthaceae	Calycanthus
279	Camelina hispida	diploid	var. hispida PI650139	Brassicales	Brassicaceae	Camelina
279	Camelina hispida	diploid	var. grandiflora PI650133	Brassicales	Brassicaceae	Camelina
280	Camelina laxa	diploid	PI633185	Brassicales	Brassicaceae	Camelina
281	Camelina neglecta	diploid	PI650135	Brassicales	Brassicaceae	Camelina
282	Camelina sativa	hexaploid	-	Brassicales	Brassicaceae	Camelina
282	Camelina sativa	hexaploid	-	Brassicales	Brassicaceae	Camelina
282	Camelina sativa	hexaploid	-	Brassicales	Brassicaceae	Camelina
283	Camellia  sinensis Var.'Sangmok'	-	-	Ericales	Theaceae	Camelina
284	Camellia assamica Masters	diploid	tea	Ericales	Theaceae	Camelina
285	Camellia chekiangoleosa	diploid	-	Ericales	Theaceae	Camelina
286	Camellia crapnelliana	diploid	-	Ericales	Theaceae	Camelina
287	Camellia granthamiana	diploid	-	Ericales	Theaceae	Camelina
288	Camellia granthamiana Sealy	tetraploid	Grantham's camellia	Ericales	Theaceae	Camelina
289	"Camellia japonica ""Naidong"""	diploid	cjaND	Ericales	Theaceae	Camelina
290	Camellia lanceoleosa	diploid	-	Ericales	Theaceae	Camelina
291	Camellia limonia	-	-	Ericales	Theaceae	Camelina
292	Camellia oleifera	diploid	-	Ericales	Theaceae	Camelina
292	Camellia oleifera	tetraploid	-	Ericales	Theaceae	Camellia
292	Camellia oleifera	diploid	Oil-Camellia	Ericales	Theaceae	Camellia
293	Camellia sinensis	diploid	Yunkang	Ericales	Theaceae	Camellia
293	Camellia sinensis	diploid	Shuchazao	Ericales	Theaceae	Camellia
293	Camellia sinensis	diploid	update Shuchazao	Ericales	Theaceae	Camellia
